manifest_id,source,repo_name,yaml_path,TRUE_HOST_PID,TRUE_HOST_IPC,TRUE_HOST_NET,DOCKERSOCK_PATH,CAP_SYS_ADMIN,CAP_SYS_MODULE,WITHIN_MANIFEST_SECRET,SEC_CONT_OVER_PRIVIL,ALLOW_PRIVI,SECCOMP_UNCONFINED,VALID_TAINT_SECRET,INSECURE_HTTP,NO_SECU_CONTEXT,NO_NETWORK_POLICY,HOST_ALIAS,NO_DEFAULT_NSPACE,NO_RESO,NO_ROLLING_UPDATE,cap_misuse,all_secrets,total_misconfigs,risk_score,label,NO_RUN_AS_NON_ROOT,NO_READ_ONLY_ROOT_FS,IMAGE_USES_LATEST,SA_AUTOMOUNT_TOKEN,USES_DEFAULT_SA,UNTRUSTED_REGISTRY,HOSTPATH_MOUNT,severity_class,mitre_technique,attack_description,checkov_failed_count,checkov_passed_count,checkov_umi_score,kl_failed_count,checkov_no_run_as_nonroot,checkov_no_readonly_rootfs,checkov_image_latest,checkov_sa_automount,checkov_default_sa,checkov_untrusted_registry,checkov_no_seccomp,checkov_no_apparmor,checkov_allow_privi_esc,checkov_caps_not_dropped,has_yaml,size_bytes,age_days,commits,devs,is_deployable,is_minor
744,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/infra/nats/nats-operator.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,18,0,1.0,4,1,1,0,0,0,1,1,0,1,1,1,174,1.0,2,1,1,0
745,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/infra/tekton/http-proxy.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,21,1.658472222222222,2,1,1,0
746,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/infra/instances/ci.yaml,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0.1102,1,,,,,,,0,2,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,341,42.5790625,30,1,1,0
747,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/infra/instances/http-proxy.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,14,0,1.0,1,1,1,0,0,0,1,1,0,1,1,1,447,41.76673611111112,16,2,1,1
748,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/infra/redis-operator/redis-operator.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,16,0,1.0,3,1,1,0,0,0,0,1,0,1,1,1,146,1.0,1,1,1,0
749,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/ns/admin-ns.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,8,1.0,3,1,1,0
750,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/ns/order-ns.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.0,3,1,1,0
751,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/ns/nats-operator-ns.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.0,1,1,1,0
752,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/ns/rook-yugabytedb-system.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,6,1.0,1,1,1,0
753,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/ns/cart-ns.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.0,3,1,1,0
754,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/ns/contour-ns.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.0,1,1,1,0
755,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/ns/user-ns.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.0,3,1,1,0
756,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/ns/point-ns.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.0,3,1,1,0
757,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/ns/cert-manager-ns.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.0,1,1,1,0
758,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/ns/elastic-cloud-operator-ns.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.0,1,1,1,0
759,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/ns/delivery-status-ns.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.0,3,1,1,0
760,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/ns/tekton-ns.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.0,1,1,1,0
761,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/ns/comment-ns.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.0,3,1,1,0
762,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/ns/minio-operator-ns.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,6,1.0,1,1,1,0
763,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/ns/product-ns.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.0,3,1,1,0
764,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/ns/infra-ns.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.0,3,1,1,0
765,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/ns/argocd.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.0,1,1,1,0
766,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/ns/kubernetes-dashboard-ns.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.0,1,1,1,0
767,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/ns/rook-operator-ns.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.0,1,1,1,0
768,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/ns/payment-info-ns.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.0,3,1,1,0
769,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/ns/rate-ns.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.0,3,1,1,0
770,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/ns/oracle-mysql-operator-ns.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.0,1,1,1,0
771,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/ns/search-ns.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.0,3,1,1,0
772,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/comment/db.yaml,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0.1102,1,,,,,,,0,2,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,81,72.55900462962963,8,2,1,0
773,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/comment/app.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0358,0,,,,,,,0,0,,,18,0,1.0,5,1,1,0,0,0,0,1,0,1,1,1,101,93.08902777777776,18,2,1,0
774,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/comment/checkjob.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,17,0,1.0,4,1,1,0,1,0,1,1,0,1,1,1,73,7.378796296296296,5,1,1,0
775,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/comment/http-proxy.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,20,49.96626157407408,4,1,1,0
776,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/point/db.yaml,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0.1102,1,,,,,,,0,2,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,143,6.658078703703704,6,1,1,0
777,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/point/app.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0358,0,,,,,,,0,0,,,16,0,1.0,5,1,1,0,0,0,0,1,0,1,1,1,108,78.47378472222222,36,1,1,0
778,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/point/checkjob.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,17,0,1.0,4,1,1,0,1,0,1,1,0,1,1,1,224,30.045578703703704,7,1,1,0
779,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/point/kvs.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,15,6.947962962962962,2,1,1,0
780,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/point/queue.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,78,57.9597800925926,5,1,1,0
781,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/point/http-proxy.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,49,51.301701388888894,4,1,1,0
782,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/admin/app.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0358,0,,,,,,,0,0,,,17,0,1.0,4,1,1,0,0,0,0,1,0,1,1,1,49,62.63270833333333,28,2,1,1
783,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/admin/http-proxy.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,18,1.0,1,1,1,0
784,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/user/db.yaml,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,3,0.1515,1,,,,,,,0,2,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,60,72.55900462962963,12,1,1,0
785,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/user/app.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0358,0,,,,,,,0,0,,,18,0,1.0,5,1,1,0,0,0,0,1,0,1,1,1,114,93.07300925925928,25,2,1,0
786,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/user/checkjob.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,17,0,1.0,4,1,1,0,1,0,1,1,0,1,1,1,72,3.2862962962962965,3,1,1,0
787,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/user/http-proxy.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,20,49.96626157407408,4,1,1,0
788,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/product/db.yaml,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,3,0.1515,1,,,,,,,0,2,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,73,72.55900462962963,9,1,1,0
789,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/product/app.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0358,0,,,,,,,0,0,,,18,0,1.0,5,1,1,0,0,0,0,1,0,1,1,1,93,93.07300925925928,22,2,1,0
790,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/product/checkjob.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,17,0,1.0,4,1,1,0,1,0,1,1,0,1,1,1,72,3.181851851851852,3,1,1,0
791,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/product/http-proxy.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,20,15.959537037037036,5,2,1,0
792,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/search/db.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,86,57.925567129629634,5,1,1,0
793,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/search/app.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0358,0,,,,,,,0,0,,,16,0,1.0,5,1,1,0,0,0,0,1,0,1,1,1,68,78.43957175925927,14,1,1,0
794,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/search/checkjob.yaml,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0.0689,1,,,,,,,0,1,,,17,0,1.0,4,1,1,0,1,0,1,1,0,1,1,1,64,1.0,1,1,1,0
795,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/search/http-proxy.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,32,51.20392361111111,4,1,1,0
796,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/cicd/ci-manifests/user-ci.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,15,1.0,1,1,1,0
797,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/cicd/ci-manifests/ci.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,165,1.0,1,1,1,0
798,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/cicd/ci-manifests/point-ci.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,15,1.0,1,1,1,0
799,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/cicd/ci-manifests/delivery-status-ci.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,15,1.0,1,1,1,0
800,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/cicd/ci-manifests/comment-ci.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,15,1.0,1,1,1,0
801,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/cicd/ci-manifests/admin-ci.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,15,1.0,1,1,1,0
802,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/cicd/ci-manifests/order-ci.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,15,1.0,1,1,1,0
803,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/cicd/ci-manifests/cart-ci.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,15,1.0,1,1,1,0
804,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/cicd/ci-manifests/rate-ci.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,15,1.0,1,1,1,0
805,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/cicd/ci-manifests/search-ci.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,15,1.0,1,1,1,0
806,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/cicd/ci-manifests/product-ci.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,15,1.0,1,1,1,0
807,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/cicd/ci-manifests/payment-info-ci.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,15,1.0,1,1,1,0
808,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/cicd/cd-manifests/microservices/delivery-status-cd.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,21,20.278622685185184,4,1,1,0
809,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/cicd/cd-manifests/microservices/comment-cd.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,21,20.278622685185184,4,1,1,0
810,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/cicd/cd-manifests/microservices/user-cd.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,21,20.278622685185184,4,1,1,0
811,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/cicd/cd-manifests/microservices/point-cd.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,21,20.278622685185184,4,1,1,0
812,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/cicd/cd-manifests/microservices/cart-cd.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,21,20.278622685185184,4,1,1,0
813,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/cicd/cd-manifests/microservices/admin-cd.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,21,20.278622685185184,4,1,1,0
814,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/cicd/cd-manifests/microservices/order-cd.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,21,20.278622685185184,4,1,1,0
815,github,kubernetes-native-testbed,/Users/arahman/K8S_REPOS/GITHUB_REPOS/kubernetes-native-testbed/manifests/cicd/cd-manifests/microservices/search-cd.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,21,20.278622685185184,4,1,1,0
