manifest_id,source,repo_name,yaml_path,TRUE_HOST_PID,TRUE_HOST_IPC,TRUE_HOST_NET,DOCKERSOCK_PATH,CAP_SYS_ADMIN,CAP_SYS_MODULE,WITHIN_MANIFEST_SECRET,SEC_CONT_OVER_PRIVIL,ALLOW_PRIVI,SECCOMP_UNCONFINED,VALID_TAINT_SECRET,INSECURE_HTTP,NO_SECU_CONTEXT,NO_NETWORK_POLICY,HOST_ALIAS,NO_DEFAULT_NSPACE,NO_RESO,NO_ROLLING_UPDATE,cap_misuse,all_secrets,total_misconfigs,risk_score,label,NO_RUN_AS_NON_ROOT,NO_READ_ONLY_ROOT_FS,IMAGE_USES_LATEST,SA_AUTOMOUNT_TOKEN,USES_DEFAULT_SA,UNTRUSTED_REGISTRY,HOSTPATH_MOUNT,severity_class,mitre_technique,attack_description,checkov_failed_count,checkov_passed_count,checkov_umi_score,kl_failed_count,checkov_no_run_as_nonroot,checkov_no_readonly_rootfs,checkov_image_latest,checkov_sa_automount,checkov_default_sa,checkov_untrusted_registry,checkov_no_seccomp,checkov_no_apparmor,checkov_allow_privi_esc,checkov_caps_not_dropped,has_yaml,size_bytes,age_days,commits,devs,is_deployable,is_minor
0,github,MicroservicesOnContainers,/Users/arahman/K8S_REPOS/GITHUB_REPOS/MicroservicesOnContainers/kubernetes-all-in-one.yaml,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3,0.0771,1,,,,,,,0,1,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,501,28.84306712962963,15,1,1,0
1,github,micro-apps,/Users/arahman/K8S_REPOS/GITHUB_REPOS/micro-apps/config/envs/staging/kustomization.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,68,434.463125,19,2,1,1
2,github,micro-apps,/Users/arahman/K8S_REPOS/GITHUB_REPOS/micro-apps/config/envs/staging/patches/image-pull-policy-if-not-present.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0358,0,,,,,,,0,0,,,20,0,1.0,6,1,1,0,0,0,1,1,0,1,1,1,10,1.0,2,1,1,0
3,github,micro-apps,/Users/arahman/K8S_REPOS/GITHUB_REPOS/micro-apps/config/envs/development/kustomization.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,68,434.4635069444444,18,2,1,1
4,github,micro-apps,/Users/arahman/K8S_REPOS/GITHUB_REPOS/micro-apps/config/envs/development/patches/image-pull-policy-if-not-present.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0358,0,,,,,,,0,0,,,20,0,1.0,6,1,1,0,0,0,1,1,0,1,1,1,10,1.0,2,1,1,0
5,github,micro-apps,/Users/arahman/K8S_REPOS/GITHUB_REPOS/micro-apps/config/envs/local/kustomization.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,61,434.45375,17,2,1,1
6,github,micro-apps,/Users/arahman/K8S_REPOS/GITHUB_REPOS/micro-apps/config/envs/production/kustomization.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,72,434.4629861111112,19,2,1,1
7,github,micro-apps,/Users/arahman/K8S_REPOS/GITHUB_REPOS/micro-apps/config/envs/production/patches/resource_limit.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0358,0,,,,,,,0,0,,,16,0,1.0,4,1,1,0,0,0,1,1,0,1,1,1,17,1.0,2,1,1,0
8,github,micro-apps,/Users/arahman/K8S_REPOS/GITHUB_REPOS/micro-apps/config/envs/production/patches/image-pull-policy-if-not-present.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0358,0,,,,,,,0,0,,,20,0,1.0,6,1,1,0,0,0,1,1,0,1,1,1,10,1.0,2,1,1,0
9,github,micro-apps,/Users/arahman/K8S_REPOS/GITHUB_REPOS/micro-apps/config/envs/production/resources/hpa.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0358,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,24,1.0,2,1,1,0
10,github,micro-apps,/Users/arahman/K8S_REPOS/GITHUB_REPOS/micro-apps/config/base/kustomization.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,22,1.0,5,1,1,0
11,github,micro-apps,/Users/arahman/K8S_REPOS/GITHUB_REPOS/micro-apps/config/base/elastic/statefulset.yml,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0.0689,1,,,,,,,0,1,,,19,0,1.0,10,1,1,0,0,0,1,1,0,1,1,1,119,434.4658680555556,3,1,1,0
12,github,micro-apps,/Users/arahman/K8S_REPOS/GITHUB_REPOS/micro-apps/config/base/elastic/service.yml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,20,1.0,1,1,1,0
13,github,micro-apps,/Users/arahman/K8S_REPOS/GITHUB_REPOS/micro-apps/config/base/elastic/kustomization.yml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,18,1.0,5,1,1,0
14,github,micro-apps,/Users/arahman/K8S_REPOS/GITHUB_REPOS/micro-apps/config/base/nifi/secret.yml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,10,1.0,1,1,1,0
15,github,micro-apps,/Users/arahman/K8S_REPOS/GITHUB_REPOS/micro-apps/config/base/nifi/ingress.yml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,2,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,21,434.4658680555556,2,1,1,0
16,github,micro-apps,/Users/arahman/K8S_REPOS/GITHUB_REPOS/micro-apps/config/base/nifi/statefulset.yml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,30,0,1.0,6,1,1,0,0,0,1,1,0,1,1,1,106,434.4658680555556,3,1,1,0
17,github,micro-apps,/Users/arahman/K8S_REPOS/GITHUB_REPOS/micro-apps/config/base/nifi/service.yml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,2,0,1.0,2,0,0,0,0,0,0,0,0,0,0,1,41,434.4658680555556,2,1,1,0
18,github,micro-apps,/Users/arahman/K8S_REPOS/GITHUB_REPOS/micro-apps/config/base/nifi/kustomization.yml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,20,434.4658680555556,5,1,1,0
19,github,micro-apps,/Users/arahman/K8S_REPOS/GITHUB_REPOS/micro-apps/config/base/envoy/deployment.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0358,0,,,,,,,0,0,,,17,0,1.0,6,1,1,0,0,0,0,1,0,1,1,1,51,39.00238425925926,2,1,1,0
20,github,micro-apps,/Users/arahman/K8S_REPOS/GITHUB_REPOS/micro-apps/config/base/envoy/kustomization.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,36,1.0,1,1,1,0
21,github,micro-apps,/Users/arahman/K8S_REPOS/GITHUB_REPOS/micro-apps/config/base/envoy/service.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,21,39.00238425925926,2,1,1,0
22,github,micro-apps,/Users/arahman/K8S_REPOS/GITHUB_REPOS/micro-apps/config/base/postgres/kustomization.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,21,1.0,4,1,1,0
23,github,micro-apps,/Users/arahman/K8S_REPOS/GITHUB_REPOS/micro-apps/config/base/postgres/service.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,17,1.0,1,1,1,0
24,github,micro-apps,/Users/arahman/K8S_REPOS/GITHUB_REPOS/micro-apps/config/base/postgres/service-headless.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,16,1.0,1,1,1,0
25,github,micro-apps,/Users/arahman/K8S_REPOS/GITHUB_REPOS/micro-apps/config/base/postgres/statefulset.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,19,0,1.0,5,1,1,0,1,0,0,1,0,1,1,1,50,434.45375,4,1,1,0
26,github,micro-apps,/Users/arahman/K8S_REPOS/GITHUB_REPOS/micro-apps/config/base/beam/cronjob.yml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,18,0,1.0,5,1,1,0,0,0,1,1,0,1,1,1,17,1.0,1,1,1,0
27,github,micro-apps,/Users/arahman/K8S_REPOS/GITHUB_REPOS/micro-apps/config/base/service/kustomization.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,19,434.22603009259257,4,1,1,0
28,github,micro-apps,/Users/arahman/K8S_REPOS/GITHUB_REPOS/micro-apps/config/base/service/greeting/deployment.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0358,0,,,,,,,0,0,,,20,0,1.0,6,1,1,0,1,0,0,1,0,1,1,1,22,45.36570601851852,2,1,1,0
29,github,micro-apps,/Users/arahman/K8S_REPOS/GITHUB_REPOS/micro-apps/config/base/service/greeting/kustomization.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,29,1.0,2,1,1,0
30,github,micro-apps,/Users/arahman/K8S_REPOS/GITHUB_REPOS/micro-apps/config/base/service/greeting/service.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,12,1.0,1,1,1,0
31,github,grpc-go-api,/Users/arahman/K8S_REPOS/GITHUB_REPOS/grpc-go-api/deployments/k8s/inventoryapi-service.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,14,1.0,1,1,1,0
32,github,grpc-go-api,/Users/arahman/K8S_REPOS/GITHUB_REPOS/grpc-go-api/deployments/k8s/playerapi-service.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,14,1.0,1,1,1,0
33,github,grpc-go-api,/Users/arahman/K8S_REPOS/GITHUB_REPOS/grpc-go-api/deployments/k8s/inventoryapi-endpoints-ingress-service.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,18,1.0,1,1,1,0
34,github,grpc-go-api,/Users/arahman/K8S_REPOS/GITHUB_REPOS/grpc-go-api/deployments/k8s/inventoryapi-endpoints-service.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,15,1.0,1,1,1,0
35,github,grpc-go-api,/Users/arahman/K8S_REPOS/GITHUB_REPOS/grpc-go-api/deployments/k8s/inventoryapi-deployment.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0358,0,,,,,,,0,0,,,20,0,1.0,1,1,1,0,0,0,1,1,0,1,1,1,25,1.0,1,1,1,0
36,github,grpc-go-api,/Users/arahman/K8S_REPOS/GITHUB_REPOS/grpc-go-api/deployments/k8s/inventoryapi-endpoints-ingress-deployment.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0358,0,,,,,,,0,0,,,20,0,1.0,1,1,1,0,0,0,1,1,0,1,1,1,46,1.0,1,1,1,0
37,github,grpc-go-api,/Users/arahman/K8S_REPOS/GITHUB_REPOS/grpc-go-api/deployments/k8s/playerapi-deployment.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0358,0,,,,,,,0,0,,,20,0,1.0,1,1,1,0,0,0,1,1,0,1,1,1,25,1.0,1,1,1,0
38,github,grpc-go-api,/Users/arahman/K8S_REPOS/GITHUB_REPOS/grpc-go-api/deployments/k8s/gameapi-ingress.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,21,1.0,1,1,1,0
39,github,grpc-go-api,/Users/arahman/K8S_REPOS/GITHUB_REPOS/grpc-go-api/deployments/k8s/playerapi-endpoints-service.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,15,1.0,2,1,1,0
40,github,grpc-go-api,/Users/arahman/K8S_REPOS/GITHUB_REPOS/grpc-go-api/deployments/k8s/playerapi-endpoints-ingress-service.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,18,1.0,1,1,1,0
41,github,grpc-go-api,/Users/arahman/K8S_REPOS/GITHUB_REPOS/grpc-go-api/deployments/k8s/inventoryapi-endpoints-deployment.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0358,0,,,,,,,0,0,,,20,0,1.0,1,1,1,0,0,0,1,1,0,1,1,1,37,1.0,2,1,1,0
42,github,grpc-go-api,/Users/arahman/K8S_REPOS/GITHUB_REPOS/grpc-go-api/deployments/k8s/playerapi-endpoints-deployment.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0358,0,,,,,,,0,0,,,20,0,1.0,1,1,1,0,0,0,1,1,0,1,1,1,37,1.0,2,1,1,0
43,github,grpc-go-api,/Users/arahman/K8S_REPOS/GITHUB_REPOS/grpc-go-api/deployments/k8s/playerapi-endpoints-ingress-deployment.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0358,0,,,,,,,0,0,,,20,0,1.0,1,1,1,0,0,0,1,1,0,1,1,1,46,1.0,1,1,1,0
44,github,run-devops,/Users/arahman/K8S_REPOS/GITHUB_REPOS/run-devops/k8s/shoppingapi-configmap.yaml,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0.0689,1,,,,,,,0,1,,,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,6,1.0,1,1,1,0
45,github,run-devops,/Users/arahman/K8S_REPOS/GITHUB_REPOS/run-devops/k8s/mongo-secret.yaml,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0.1102,1,,,,,,,0,2,,,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,8,1.0,1,1,1,0
46,github,run-devops,/Users/arahman/K8S_REPOS/GITHUB_REPOS/run-devops/k8s/shoppingapi.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0358,0,,,,,,,0,0,,,18,0,1.0,3,1,1,0,0,0,1,1,0,1,1,1,51,1.0,1,1,1,0
47,github,run-devops,/Users/arahman/K8S_REPOS/GITHUB_REPOS/run-devops/k8s/mongo-configmap.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,6,1.0,1,1,1,0
48,github,run-devops,/Users/arahman/K8S_REPOS/GITHUB_REPOS/run-devops/k8s/mongo.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0358,0,,,,,,,0,0,,,16,0,1.0,3,1,1,0,0,0,0,1,0,1,1,1,51,1.0,2,1,1,0
49,github,run-devops,/Users/arahman/K8S_REPOS/GITHUB_REPOS/run-devops/k8s/shoppingclient.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0358,0,,,,,,,0,0,,,18,0,1.0,3,1,1,0,0,0,1,1,0,1,1,1,51,1.0,1,1,1,0
50,github,run-devops,/Users/arahman/K8S_REPOS/GITHUB_REPOS/run-devops/aks/shoppingapi-configmap.yaml,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0.0689,1,,,,,,,0,1,,,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,6,1.0,1,1,1,0
51,github,run-devops,/Users/arahman/K8S_REPOS/GITHUB_REPOS/run-devops/aks/mongo-secret.yaml,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0.1102,1,,,,,,,0,2,,,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,8,1.0,1,1,1,0
52,github,run-devops,/Users/arahman/K8S_REPOS/GITHUB_REPOS/run-devops/aks/shoppingapi.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0358,0,,,,,,,0,0,,,17,0,1.0,2,1,1,0,0,0,1,1,0,1,1,1,50,1.1089814814814816,2,1,1,0
53,github,run-devops,/Users/arahman/K8S_REPOS/GITHUB_REPOS/run-devops/aks/mongo-configmap.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,6,1.0,1,1,1,0
54,github,run-devops,/Users/arahman/K8S_REPOS/GITHUB_REPOS/run-devops/aks/shoppingautoscale.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0358,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,25,1.0121412037037036,3,1,1,0
55,github,run-devops,/Users/arahman/K8S_REPOS/GITHUB_REPOS/run-devops/aks/mongo.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0358,0,,,,,,,0,0,,,18,0,1.0,3,1,1,0,1,0,0,1,0,1,1,1,51,1.0,1,1,1,0
56,github,run-devops,/Users/arahman/K8S_REPOS/GITHUB_REPOS/run-devops/aks/shoppingclient.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0358,0,,,,,,,0,0,,,17,0,1.0,2,1,1,0,0,0,1,1,0,1,1,1,51,2.121122685185185,4,1,1,0
57,github,microservices-dotnetcore-docker-sf-k8s,/Users/arahman/K8S_REPOS/GITHUB_REPOS/microservices-dotnetcore-docker-sf-k8s/deploy/k8s/local/env-config.yaml,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0.0689,1,,,,,,,0,1,,,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,18,1.0,1,1,1,0
58,github,microservices-dotnetcore-docker-sf-k8s,/Users/arahman/K8S_REPOS/GITHUB_REPOS/microservices-dotnetcore-docker-sf-k8s/deploy/k8s/local/dashboard-adminuser.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,18,1.0,1,1,1,0
59,github,microservices-dotnetcore-docker-sf-k8s,/Users/arahman/K8S_REPOS/GITHUB_REPOS/microservices-dotnetcore-docker-sf-k8s/deploy/k8s/local/redis/redis-service.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,13,1.0,1,1,1,0
60,github,microservices-dotnetcore-docker-sf-k8s,/Users/arahman/K8S_REPOS/GITHUB_REPOS/microservices-dotnetcore-docker-sf-k8s/deploy/k8s/local/redis/redis-deployment.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0358,0,,,,,,,0,0,,,20,0,1.0,4,1,1,0,0,0,1,1,0,1,1,1,22,1.0,1,1,1,0
61,github,microservices-dotnetcore-docker-sf-k8s,/Users/arahman/K8S_REPOS/GITHUB_REPOS/microservices-dotnetcore-docker-sf-k8s/deploy/k8s/local/website/website-hpa.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0358,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,12,40.88478009259259,5,1,1,0
62,github,microservices-dotnetcore-docker-sf-k8s,/Users/arahman/K8S_REPOS/GITHUB_REPOS/microservices-dotnetcore-docker-sf-k8s/deploy/k8s/local/website/website-service.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,12,4.994814814814816,2,1,1,0
63,github,microservices-dotnetcore-docker-sf-k8s,/Users/arahman/K8S_REPOS/GITHUB_REPOS/microservices-dotnetcore-docker-sf-k8s/deploy/k8s/local/website/website-deployment.yaml,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3,0.0771,1,,,,,,,0,1,,,16,0,1.0,3,1,1,0,0,0,0,1,0,1,1,1,60,24.934212962962967,4,1,1,0
64,github,microservices-dotnetcore-docker-sf-k8s,/Users/arahman/K8S_REPOS/GITHUB_REPOS/microservices-dotnetcore-docker-sf-k8s/deploy/k8s/local/website/website-ingress.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,13,11.921724537037036,4,1,1,0
65,github,microservices-dotnetcore-docker-sf-k8s,/Users/arahman/K8S_REPOS/GITHUB_REPOS/microservices-dotnetcore-docker-sf-k8s/deploy/k8s/local/nginx-ingress/custom-service.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,23,1.0,1,1,1,0
66,github,microservices-dotnetcore-docker-sf-k8s,/Users/arahman/K8S_REPOS/GITHUB_REPOS/microservices-dotnetcore-docker-sf-k8s/deploy/k8s/local/sql-server/sql-admin.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,14,1.0,1,1,1,0
67,github,microservices-dotnetcore-docker-sf-k8s,/Users/arahman/K8S_REPOS/GITHUB_REPOS/microservices-dotnetcore-docker-sf-k8s/deploy/k8s/local/sql-server/sql-service.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,13,4.771018518518519,2,1,1,0
68,github,microservices-dotnetcore-docker-sf-k8s,/Users/arahman/K8S_REPOS/GITHUB_REPOS/microservices-dotnetcore-docker-sf-k8s/deploy/k8s/local/sql-server/sql-deployment.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0358,0,,,,,,,0,0,,,20,0,1.0,4,1,1,0,0,0,1,1,0,1,1,1,29,4.771018518518519,2,1,1,0
69,github,microservices-dotnetcore-docker-sf-k8s,/Users/arahman/K8S_REPOS/GITHUB_REPOS/microservices-dotnetcore-docker-sf-k8s/deploy/k8s/local/trip/trip-deployment.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0358,0,,,,,,,0,0,,,16,0,1.0,3,1,1,0,0,0,0,1,0,1,1,1,43,24.934212962962967,3,1,1,0
70,github,microservices-dotnetcore-docker-sf-k8s,/Users/arahman/K8S_REPOS/GITHUB_REPOS/microservices-dotnetcore-docker-sf-k8s/deploy/k8s/local/trip/trip-hpa.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0358,0,,,,,,,0,0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,12,40.88478009259259,4,1,1,0
71,github,microservices-dotnetcore-docker-sf-k8s,/Users/arahman/K8S_REPOS/GITHUB_REPOS/microservices-dotnetcore-docker-sf-k8s/deploy/k8s/local/trip/trip-ingress.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,13,11.921724537037036,3,1,1,0
72,github,microservices-dotnetcore-docker-sf-k8s,/Users/arahman/K8S_REPOS/GITHUB_REPOS/microservices-dotnetcore-docker-sf-k8s/deploy/k8s/local/trip/trip-service.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0275,0,,,,,,,0,0,,,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,12,4.994814814814816,2,1,1,0
73,github,microservices-dotnetcore-docker-sf-k8s,/Users/arahman/K8S_REPOS/GITHUB_REPOS/microservices-dotnetcore-docker-sf-k8s/deploy/k8s/local/external-system/payment-deployment.yaml,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.0358,0,,,,,,,0,0,,,20,0,1.0,5,1,1,0,0,0,0,1,0,1,1,1,23,24.934212962962967,3,1,1,0
